"district","grade","subject","adv_per_14","ni_per_14","pro_per_14","total_perf_14","wf_per_14"
"Grafton","03","m",31,18,43,254,8
"Grafton","04","e",21,24,49,267,5
"Grafton","04","m",24,31,40,267,5
"Grafton","05","e",23,23,51,221,3
"Grafton","05","m",44,17,31,221,8
"Grafton","05","s",28,27,43,221,3
"Grafton","06","e",21,11,63,254,6
"Grafton","06","m",44,15,29,255,12
"Grafton","07","e",20,9,69,243,2
"Grafton","07","m",33,22,36,245,9
"Grafton","08","e",16,8,73,244,3
"Grafton","08","m",35,26,30,243,9
"Grafton","08","s",17,29,51,243,3
"Grafton","10","e",59,4,35,216,2
"Grafton","10","m",69,7,21,214,3
"Grafton","10","s",43,10,45,203,2
"Grafton","AL","e",25,15,56,1700,4
"Grafton","AL","m",39,20,33,1699,8
"Grafton","AL","s",29,22,46,667,3
"Granby","03","e",4,39,52,56,5
"Granby","03","m",18,23,46,56,13
"Granby","04","e",13,29,51,77,8
"Granby","04","m",26,35,31,77,8
"Granby","05","e",13,20,61,64,6
"Granby","05","m",33,11,39,64,17
"Granby","05","s",19,33,41,64,8
"Granby","06","e",27,20,50,74,3
"Granby","06","m",38,20,35,74,7
"Granby","07","e",17,23,54,81,5
"Granby","07","m",10,28,35,80,28
"Granby","08","e",16,14,68,74,3
"Granby","08","m",15,49,26,74,11
"Granby","08","s",3,64,27,74,7
"Granby","10","e",32,8,58,77,1
"Granby","10","m",36,22,40,77,1
"Granby","10","s",18,34,46,74,3
"Granby","AL","e",18,21,56,503,4
"Granby","AL","m",25,27,36,502,12
"Granby","AL","s",13,44,38,212,6
"Greater Fall River Regional Vocational Technical","10","e",18,7,74,352,0
"Greater Fall River Regional Vocational Technical","10","m",40,18,38,351,3
"Greater Fall River Regional Vocational Technical","10","s",18,27,52,341,3
"Greater Fall River Regional Vocational Technical","AL","e",18,7,74,352,0
"Greater Fall River Regional Vocational Technical","AL","m",40,18,38,351,3
"Greater Fall River Regional Vocational Technical","AL","s",18,27,52,341,3
"Greater Lawrence Regional Vocational Technical","10","e",14,18,67,331,1
"Greater Lawrence Regional Vocational Technical","10","m",26,32,33,328,10
"Greater Lawrence Regional Vocational Technical","10","s",1,71,24,324,4
"Greater Lawrence Regional Vocational Technical","AL","e",14,18,67,331,1
"Greater Lawrence Regional Vocational Technical","AL","m",26,32,33,328,10
"Greater Lawrence Regional Vocational Technical","AL","s",1,71,24,324,4
"Greater Lowell Regional Vocational Technical","10","e",13,13,71,498,3
"Greater Lowell Regional Vocational Technical","10","m",32,23,38,498,8
"Greater Lowell Regional Vocational Technical","10","s",9,28,54,480,8
"Greater Lowell Regional Vocational Technical","AL","e",13,13,71,498,3
"Greater Lowell Regional Vocational Technical","AL","m",32,23,38,498,8
"Greater Lowell Regional Vocational Technical","AL","s",9,28,54,480,8
"Greater New Bedford Regional Vocational Technical","10","e",17,10,74,550,0
"Greater New Bedford Regional Vocational Technical","10","m",36,23,38,551,3
"Greater New Bedford Regional Vocational Technical","10","s",10,33,52,530,4
"Greater New Bedford Regional Vocational Technical","AL","e",17,10,74,550,0
"Greater New Bedford Regional Vocational Technical","AL","m",36,23,38,551,3
"Greater New Bedford Regional Vocational Technical","AL","s",10,33,52,530,4
"Greenfield","03","e",9,43,42,141,6
"Greenfield","03","m",31,22,38,143,9
"Greenfield","04","e",6,46,30,140,19
"Greenfield","04","m",13,43,21,141,23
"Greenfield","05","e",11,37,38,115,13
"Greenfield","05","m",28,21,19,113,31
"Greenfield","05","s",16,35,28,115,22
"Greenfield","06","e",8,20,51,116,22
"Greenfield","06","m",14,29,33,117,24
"Greenfield","07","e",7,27,54,124,12
"Greenfield","07","m",8,32,23,125,37
"Greenfield","08","e",9,14,59,105,18
"Greenfield","08","m",8,33,20,106,40
"Greenfield","08","s",0,42,36,106,22
"Greenfield","10","e",29,10,55,92,5
"Greenfield","10","m",39,16,31,90,14
"Greenfield","10","s",16,29,45,86,9
"Greenfield","AL","e",11,30,46,833,14
"Greenfield","AL","m",20,29,27,835,25
"Greenfield","AL","s",10,36,36,307,18
"Groton-Dunstable","03","e",17,22,57,178,4
"Groton-Dunstable","03","m",53,8,33,179,6
"Groton-Dunstable","04","e",24,25,49,199,3
"Groton-Dunstable","04","m",38,17,41,198,4
"Groton-Dunstable","05","e",26,15,55,204,4
"Groton-Dunstable","05","m",45,17,35,203,3
"Groton-Dunstable","05","s",50,16,32,203,2
"Groton-Dunstable","06","e",16,15,66,215,3
"Groton-Dunstable","06","m",50,17,29,212,4
"Groton-Dunstable","07","e",16,9,72,223,3
"Groton-Dunstable","07","m",35,18,41,223,6
"Groton-Dunstable","08","e",13,11,72,231,3
"Groton-Dunstable","08","m",33,19,38,229,10
"Groton-Dunstable","08","s",9,31,55,228,5
"Groton-Dunstable","10","e",63,1,36,224,0
"Groton-Dunstable","10","m",80,4,14,225,2
"Groton-Dunstable","10","s",52,10,36,214,2
"Groton-Dunstable","AL","e",25,14,58,1474,3
"Groton-Dunstable","AL","m",48,14,33,1469,5
"Groton-Dunstable","AL","s",36,19,42,645,3
"Hadley","03","e",22,35,38,37,5
"Hadley","03","m",22,22,43,37,14
"Hadley","04","e",7,56,28,43,9
"Hadley","04","m",16,47,23,43,14
"Hadley","05","e",23,17,56,48,4
"Hadley","05","m",31,29,31,49,10
"Hadley","05","s",16,31,47,49,6
"Hadley","06","e",15,18,55,40,13
"Hadley","06","m",28,25,35,40,13
"Hadley","07","e",7,23,66,56,4
"Hadley","07","m",9,34,34,56,23
"Hadley","08","e",9,7,79,43,5
"Hadley","08","m",14,40,30,43,16
"Hadley","08","s",0,40,56,43,5
"Hadley","10","e",52,4,39,54,6
"Hadley","10","m",77,13,6,53,4
"Hadley","10","s",42,13,44,48,2
"Hadley","AL","e",20,22,52,321,6
"Hadley","AL","m",29,30,28,321,13
"Hadley","AL","s",20,27,49,140,4
"Halifax","03","e",16,29,51,85,4
"Halifax","03","m",34,16,42,85,7
"Halifax","04","e",13,36,46,72,6
"Halifax","04","m",31,26,38,72,6
"Halifax","05","e",15,34,49,93,1
"Halifax","05","m",26,27,38,93,10
"Halifax","05","s",15,36,46,92,3
"Halifax","06","e",32,13,54,95,2
"Halifax","06","m",37,23,37,95,3
"Halifax","08","e",NA,NA,NA,1,NA
"Halifax","08","m",NA,NA,NA,1,NA
"Halifax","08","s",0,0,0,1,100
"Halifax","10","e",NA,NA,NA,1,NA
"Halifax","10","s",0,100,0,1,0
"Halifax","AL","e",19,27,50,347,3
"Halifax","AL","m",32,23,38,346,7
"Halifax","AL","s",15,36,45,94,4
"Hamilton-Wenham","03","e",26,15,56,132,3
"Hamilton-Wenham","03","m",54,7,37,131,2
"Hamilton-Wenham","04","e",11,39,45,137,6
"Hamilton-Wenham","04","m",23,38,35,137,4
"Hamilton-Wenham","05","e",26,14,57,141,3
"Hamilton-Wenham","05","m",53,14,28,139,4
"Hamilton-Wenham","05","s",38,14,45,139,3
"Hamilton-Wenham","06","e",30,15,52,142,3
"Hamilton-Wenham","06","m",38,19,40,141,3
"Hamilton-Wenham","07","e",18,8,72,157,3
"Hamilton-Wenham","07","m",24,22,43,157,11
"Hamilton-Wenham","08","e",27,6,65,144,1
"Hamilton-Wenham","08","m",27,26,39,145,8
"Hamilton-Wenham","08","s",7,28,59,145,6
"Hamilton-Wenham","10","e",71,1,28,165,0
"Hamilton-Wenham","10","m",74,5,21,165,0
"Hamilton-Wenham","10","s",31,8,62,157,0
"Hamilton-Wenham","AL","e",31,13,53,1018,3
"Hamilton-Wenham","AL","m",42,19,35,1015,5
"Hamilton-Wenham","AL","s",25,16,56,441,3
"Hampden Charter School of Science (District)","06","e",14,30,54,57,2
"Hampden Charter School of Science (District)","06","m",40,19,37,57,4
"Hampden Charter School of Science (District)","07","e",12,10,76,59,2
"Hampden Charter School of Science (District)","07","m",17,17,60,58,5
"Hampden Charter School of Science (District)","08","e",13,8,79,61,0
"Hampden Charter School of Science (District)","08","m",13,35,48,60,3
"Hampden Charter School of Science (District)","08","s",3,52,37,60,8
"Hampden Charter School of Science (District)","10","e",60,2,37,43,0
"Hampden Charter School of Science (District)","10","m",81,0,19,42,0
"Hampden Charter School of Science (District)","10","s",14,29,57,42,0
"Hampden Charter School of Science (District)","AL","e",22,13,64,220,1
"Hampden Charter School of Science (District)","AL","m",35,19,43,217,3
"Hampden Charter School of Science (District)","AL","s",8,42,45,102,5
"Hampden-Wilbraham","03","e",18,30,49,210,4
"Hampden-Wilbraham","03","m",40,14,41,212,5
"Hampden-Wilbraham","04","e",14,37,44,250,6
"Hampden-Wilbraham","04","m",11,53,29,251,7
"Hampden-Wilbraham","05","e",25,24,48,220,3
"Hampden-Wilbraham","05","m",21,24,38,221,17
"Hampden-Wilbraham","05","s",26,32,38,221,4
"Hampden-Wilbraham","06","e",19,13,64,239,4
"Hampden-Wilbraham","06","m",29,25,38,240,7
"Hampden-Wilbraham","07","e",10,20,64,275,6
"Hampden-Wilbraham","07","m",14,29,36,279,21
"Hampden-Wilbraham","08","e",21,9,68,266,3
"Hampden-Wilbraham","08","m",17,27,44,264,13
"Hampden-Wilbraham","08","s",5,38,47,264,10
"Hampden-Wilbraham","10","e",50,3,47,307,1
"Hampden-Wilbraham","10","m",59,12,26,307,2
"Hampden-Wilbraham","10","s",27,19,53,295,1
"Hampden-Wilbraham","AL","e",23,18,55,1767,4
"Hampden-Wilbraham","AL","m",28,26,36,1774,10
"Hampden-Wilbraham","AL","s",19,29,47,780,5
"Hampshire","07","e",3,19,74,118,3
"Hampshire","07","m",8,30,40,118,22
"Hampshire","08","e",10,14,73,137,3
"Hampshire","08","m",9,45,27,139,19
"Hampshire","08","s",0,53,36,139,11
"Hampshire","10","e",43,6,50,133,2
"Hampshire","10","m",54,8,33,133,5
"Hampshire","10","s",34,17,44,130,5
"Hampshire","AL","e",19,13,65,388,3
"Hampshire","AL","m",24,28,33,390,15
"Hampshire","AL","s",16,36,40,269,8
"Hancock","03","e",NA,NA,NA,3,NA
"Hancock","03","m",NA,NA,NA,3,NA
"Hancock","04","e",NA,NA,NA,4,NA
"Hancock","04","m",NA,NA,NA,4,NA
"Hancock","05","e",NA,NA,NA,7,NA
"Hancock","05","m",NA,NA,NA,7,NA
"Hancock","05","s",0,43,57,7,0
"Hancock","06","e",NA,NA,NA,3,NA
"Hancock","06","m",NA,NA,NA,3,NA
"Hancock","AL","e",6,41,53,17,0
"Hancock","AL","m",12,35,41,17,12
"Hancock","AL","s",0,43,57,7,0
"Hanover","03","e",19,24,54,170,3
"Hanover","03","m",39,18,39,170,4
"Hanover","04","e",13,27,53,214,7
"Hanover","04","m",22,40,32,214,6
"Hanover","05","e",22,15,59,227,3
"Hanover","05","m",35,23,34,226,8
"Hanover","05","s",28,23,45,226,3
"Hanover","06","e",22,13,61,207,4
"Hanover","06","m",40,22,31,207,7
"Hanover","07","e",6,16,76,231,3
"Hanover","07","m",16,33,39,231,12
"Hanover","08","e",20,4,75,219,1
"Hanover","08","m",19,26,47,220,8
"Hanover","08","s",5,33,58,219,3
"Hanover","10","e",49,3,48,190,1
"Hanover","10","m",53,12,33,192,2
"Hanover","10","s",34,13,52,190,1
"Hanover","AL","e",21,14,62,1458,3
"Hanover","AL","m",31,25,37,1460,7
"Hanover","AL","s",22,24,52,635,2
"Harvard","03","e",21,25,51,67,3
"Harvard","03","m",50,9,35,34,6
"Harvard","04","e",22,17,58,88,3
"Harvard","04","m",39,13,48,88,1
"Harvard","05","e",55,10,34,99,1
"Harvard","05","m",51,14,33,49,2
"Harvard","05","s",52,8,38,97,2
"Harvard","06","e",38,7,52,90,3
"Harvard","06","m",40,12,46,91,2
"Harvard","07","e",21,10,69,101,0
"Harvard","07","m",31,21,48,61,0
"Harvard","08","e",30,6,60,63,3
"Harvard","08","m",23,24,48,105,6
"Harvard","08","s",14,19,63,105,4
"Harvard","10","e",73,0,27,102,0
"Harvard","10","m",88,4,8,105,1
"Harvard","10","s",63,3,33,99,1
"Harvard","AL","e",39,10,50,610,2
"Harvard","AL","m",46,14,37,533,2
"Harvard","AL","s",42,10,45,301,2
"Hatfield","03","e",6,33,61,33,0
"Hatfield","03","m",9,27,58,33,6
"Hatfield","04","e",14,31,50,42,5
"Hatfield","04","m",16,36,36,45,13
"Hatfield","05","e",9,12,76,33,3
"Hatfield","05","m",30,21,42,33,6
"Hatfield","05","s",33,30,33,33,3
"Hatfield","06","e",10,0,90,31,0
"Hatfield","06","m",20,20,60,30,0
"Hatfield","07","e",3,32,66,38,0
"Hatfield","07","m",3,42,37,38,18
"Hatfield","08","e",9,22,69,32,0
"Hatfield","08","m",3,50,34,32,13
"Hatfield","08","s",0,66,25,32,9
"Hatfield","10","e",45,0,55,31,0
"Hatfield","10","m",68,6,26,31,0
"Hatfield","10","s",45,17,34,29,3
"Hatfield","AL","e",13,20,66,240,1
"Hatfield","AL","m",20,30,41,242,9
"Hatfield","AL","s",26,38,31,94,5
"Haverhill","03","e",10,39,39,484,13
"Haverhill","03","m",26,25,33,482,16
"Haverhill","04","e",14,34,32,495,21
"Haverhill","04","m",13,39,29,492,19
"Haverhill","05","e",13,31,41,529,15
"Haverhill","05","m",22,31,24,530,22
"Haverhill","05","s",16,38,31,530,16
"Haverhill","06","e",10,32,43,608,14
"Haverhill","06","m",18,33,28,613,22
"Haverhill","07","e",5,34,50,591,12
"Haverhill","07","m",9,29,24,594,38
"Haverhill","08","e",9,19,60,573,12
"Haverhill","08","m",16,29,26,576,28
"Haverhill","08","s",2,49,25,572,25
"Haverhill","10","e",29,14,49,447,7
"Haverhill","10","m",37,23,28,443,13
"Haverhill","10","s",23,28,36,378,13
"Haverhill","AL","e",12,29,45,3727,14
"Haverhill","AL","m",19,30,27,3730,23
"Haverhill","AL","s",12,39,30,1480,19
"Hawlemont","03","e",NA,NA,NA,6,NA
"Hawlemont","03","m",NA,NA,NA,6,NA
"Hawlemont","04","e",0,45,36,11,18
"Hawlemont","04","m",9,64,18,11,9
"Hawlemont","05","e",0,47,47,17,6
"Hawlemont","05","m",6,44,44,18,6
"Hawlemont","05","s",0,22,67,18,11
"Hawlemont","06","e",7,36,50,14,7
"Hawlemont","06","m",7,43,21,14,29
"Hawlemont","AL","e",2,44,44,48,10
"Hawlemont","AL","m",6,47,33,49,14
"Hawlemont","AL","s",0,22,67,18,11
"Hill View Montessori Charter Public (District)","03","e",3,34,54,35,9
"Hill View Montessori Charter Public (District)","03","m",11,23,37,35,29
"Hill View Montessori Charter Public (District)","04","m",3,56,21,34,21
"Hill View Montessori Charter Public (District)","05","e",6,34,51,35,9
"Hill View Montessori Charter Public (District)","05","m",11,43,20,35,26
"Hill View Montessori Charter Public (District)","05","s",6,51,34,35,9
"Hill View Montessori Charter Public (District)","06","e",3,35,59,34,3
"Hill View Montessori Charter Public (District)","06","m",9,38,44,34,9
"Hill View Montessori Charter Public (District)","07","m",10,35,39,31,16
"Hill View Montessori Charter Public (District)","08","e",NA,NA,NA,1,NA
"Hill View Montessori Charter Public (District)","08","m",16,25,38,32,22
"Hill View Montessori Charter Public (District)","08","s",3,41,44,32,13
"Hill View Montessori Charter Public (District)","AL","e",4,34,55,105,7
"Hill View Montessori Charter Public (District)","AL","m",10,37,33,201,20
"Hill View Montessori Charter Public (District)","AL","s",4,46,39,67,10
"Hilltown Cooperative Charter  Public (District)","03","e",0,40,45,20,15
"Hilltown Cooperative Charter  Public (District)","03","m",25,40,10,20,25
"Hilltown Cooperative Charter  Public (District)","04","e",10,35,50,20,5
"Hilltown Cooperative Charter  Public (District)","04","m",16,47,37,19,0
"Hilltown Cooperative Charter  Public (District)","05","e",0,33,67,21,0
"Hilltown Cooperative Charter  Public (District)","05","m",33,24,43,21,0
"Hilltown Cooperative Charter  Public (District)","05","s",24,29,43,21,5
"Hilltown Cooperative Charter  Public (District)","06","m",45,15,40,20,0
"Hilltown Cooperative Charter  Public (District)","07","e",50,10,40,20,0
"Hilltown Cooperative Charter  Public (District)","07","m",25,25,40,20,10
"Hilltown Cooperative Charter  Public (District)","08","e",40,0,60,15,0
"Hilltown Cooperative Charter  Public (District)","08","m",38,19,38,16,6
"Hilltown Cooperative Charter  Public (District)","08","s",6,38,56,16,0
"Hilltown Cooperative Charter  Public (District)","AL","e",19,25,52,96,4
"Hilltown Cooperative Charter  Public (District)","AL","m",30,28,34,116,7
"Hilltown Cooperative Charter  Public (District)","AL","s",16,32,49,37,3
"Hingham","03","e",19,19,59,358,3
"Hingham","03","m",50,9,38,359,3
"Hingham","04","e",26,19,52,384,3
"Hingham","04","m",34,22,41,385,3
"Hingham","05","e",40,11,48,389,2
"Hingham","05","m",55,12,29,392,4
"Hingham","05","s",48,13,37,392,2
"Hingham","06","e",36,12,49,332,3
"Hingham","06","m",37,21,34,338,9
"Hingham","07","e",35,7,55,302,2
"Hingham","07","m",27,19,45,303,9
"Hingham","08","e",25,4,70,340,2
"Hingham","08","m",29,23,42,342,7
"Hingham","08","s",6,36,54,342,4
"Hingham","10","e",70,1,28,283,1
"Hingham","10","m",70,4,25,279,1
"Hingham","10","s",43,10,46,274,1
"Hingham","AL","e",35,11,52,2388,2
"Hingham","AL","m",43,16,36,2398,5
"Hingham","AL","s",32,20,45,1008,3
"Holbrook","03","e",7,33,45,89,16
"Holbrook","03","m",26,28,31,87,15
"Holbrook","04","e",15,34,39,114,11
"Holbrook","04","m",17,32,33,115,18
"Holbrook","05","e",10,34,51,96,4
"Holbrook","05","m",31,25,36,95,8
"Holbrook","05","s",22,32,41,95,5
"Holbrook","06","e",10,23,60,105,7
"Holbrook","06","m",25,27,38,105,10
"Holbrook","07","e",11,11,68,91,10
"Holbrook","07","m",20,23,45,92,13
"Holbrook","08","e",10,15,69,114,6
"Holbrook","08","m",22,25,41,115,12
"Holbrook","08","s",0,44,30,115,25
"Holbrook","10","e",20,6,71,79,3
"Holbrook","10","m",35,23,33,83,10
"Holbrook","10","s",16,32,45,74,7
"Holbrook","AL","e",12,23,57,688,8
"Holbrook","AL","m",24,26,37,692,13
"Holbrook","AL","s",12,37,38,284,14
"Holland","03","e",3,31,59,32,6
"Holland","03","m",22,16,47,32,16
"Holland","04","e",4,64,29,28,4
"Holland","04","m",14,32,43,28,11
"Holland","05","e",9,26,56,34,9
"Holland","05","m",26,35,26,34,12
"Holland","05","s",18,38,32,34,12
"Holland","06","e",24,20,51,41,5
"Holland","06","m",40,19,31,42,10
"Holland","AL","e",11,33,50,135,6
"Holland","AL","m",27,25,36,136,12
"Holland","AL","s",18,38,32,34,12
"Holliston","03","e",29,12,55,164,4
"Holliston","03","m",46,15,35,197,5
"Holliston","04","e",20,21,52,224,7
"Holliston","04","m",17,39,38,223,6
"Holliston","05","e",25,16,56,223,4
"Holliston","05","m",41,23,29,224,6
"Holliston","05","s",26,27,42,223,4
"Holliston","06","e",33,11,51,239,4
"Holliston","06","m",45,15,33,239,6
"Holliston","07","e",25,8,66,211,1
"Holliston","07","m",29,15,50,212,6
"Holliston","08","e",30,3,65,221,2
"Holliston","08","m",35,11,48,221,5
"Holliston","08","s",9,29,57,221,5
"Holliston","10","e",61,2,37,212,0
"Holliston","10","m",80,3,15,208,2
"Holliston","10","s",40,8,52,211,0
"Holliston","AL","e",32,10,55,1494,3
"Holliston","AL","m",41,18,36,1524,5
"Holliston","AL","s",25,21,51,655,3
"Holyoke","03","e",2,48,13,365,37
"Holyoke","03","m",7,35,24,364,35
"Holyoke","04","e",1,38,12,406,49
"Holyoke","04","m",5,43,17,408,35
"Holyoke","05","e",1,37,20,369,43
"Holyoke","05","m",6,30,16,375,49
"Holyoke","05","s",1,36,8,373,55
"Holyoke","06","e",1,40,25,345,34
"Holyoke","06","m",7,32,23,344,39
"Holyoke","07","e",1,39,34,372,26
"Holyoke","07","m",2,27,13,372,58
"Holyoke","08","e",1,31,41,391,26
"Holyoke","08","m",3,33,19,392,45
"Holyoke","08","s",0,37,9,389,54
"Holyoke","10","e",13,20,60,381,7
"Holyoke","10","m",27,26,28,376,20
"Holyoke","10","s",10,39,34,341,16
"Holyoke","AL","e",3,36,29,2629,32
"Holyoke","AL","m",8,32,20,2631,40
"Holyoke","AL","s",4,37,16,1103,43
"Holyoke Community Charter (District)","03","e",5,49,26,88,20
"Holyoke Community Charter (District)","03","m",2,38,31,87,29
"Holyoke Community Charter (District)","04","e",0,42,26,57,32
"Holyoke Community Charter (District)","04","m",5,68,10,59,17
"Holyoke Community Charter (District)","05","e",3,37,52,75,8
"Holyoke Community Charter (District)","05","m",16,40,37,75,7
"Holyoke Community Charter (District)","05","s",11,48,29,75,12
"Holyoke Community Charter (District)","06","e",6,39,47,100,8
"Holyoke Community Charter (District)","06","m",17,43,31,100,9
"Holyoke Community Charter (District)","07","e",0,31,63,72,7
"Holyoke Community Charter (District)","07","m",7,49,26,72,18
"Holyoke Community Charter (District)","08","e",2,13,82,55,4
"Holyoke Community Charter (District)","08","m",15,28,52,54,6
"Holyoke Community Charter (District)","08","s",0,66,19,53,15
"Holyoke Community Charter (District)","AL","e",3,36,48,447,13
"Holyoke Community Charter (District)","AL","m",11,44,31,447,15
"Holyoke Community Charter (District)","AL","s",6,55,25,128,13
"Hopedale","03","e",16,22,57,92,5
"Hopedale","03","m",41,16,38,92,4
"Hopedale","04","e",20,33,40,99,6
"Hopedale","04","m",24,36,34,100,6
"Hopedale","05","e",37,14,47,92,2
"Hopedale","05","m",47,17,32,92,4
"Hopedale","05","s",37,17,42,92,3
"Hopedale","06","e",22,11,65,92,2
"Hopedale","06","m",45,22,29,92,4
"Hopedale","07","e",8,23,67,101,2
"Hopedale","07","m",12,32,38,101,19
"Hopedale","08","e",19,5,72,105,4
"Hopedale","08","m",28,16,50,105,7
"Hopedale","08","s",11,30,51,105,7
"Hopedale","10","e",55,2,43,82,0
"Hopedale","10","m",62,10,28,82,0
"Hopedale","10","s",35,21,44,77,0
"Hopedale","AL","e",24,16,56,663,3
"Hopedale","AL","m",36,22,36,664,7
"Hopedale","AL","s",27,23,46,274,4
"Hopkinton","03","e",23,20,54,270,4
